ibge,anomes,qtd_familias_beneficiarias_bolsa_familia,valor_repassado_bolsa_familia
250190,200501,843,53888.0
250200,200501,546,36127.0
250205,200501,342,26943.0
250210,200501,614,43402.0
250215,200501,460,33718.0
250220,200501,214,15376.0
250230,200501,693,46439.0
250240,200501,765,54577.0
250250,200501,1487,107796.0
250260,200501,793,53824.0
250270,200501,409,29369.0
250280,200501,1093,73556.0
250290,200501,758,52810.0
250300,200501,408,33373.0
250310,200501,457,33718.0
250320,200501,1699,106480.0
250330,200501,723,52071.0
250340,200501,396,27256.0
250350,200501,2051,149022.0
250355,200501,934,67958.0
250360,200501,839,58755.0
250370,200501,3890,272508.0
250375,200501,291,20169.0
250380,200501,114,8088.0
250390,200501,756,51879.0
250400,200501,22014,1484393.0
250403,200501,254,18902.0
250407,200501,478,34475.0
250410,200501,186,14268.0
250415,200501,864,61321.0
250420,200501,447,32561.0
250430,200501,2559,179750.0
250435,200501,541,37685.0
250440,200501,1175,79825.0
250450,200501,671,48475.0
250460,200501,1418,96726.0
250470,200501,667,45852.0
250480,200501,1306,90234.0
250485,200501,166,11282.0
250490,200501,1447,103274.0
250500,200501,501,33739.0
250510,200501,2359,159130.0
250520,200501,682,47619.0
250523,200501,221,13613.0
250527,200501,581,42042.0
250530,200501,273,20294.0
250535,200501,521,38293.0
250540,200501,996,71195.0
250550,200501,362,25035.0
250560,200501,756,56171.0
250570,200501,1183,88854.0
250580,200501,526,37197.0
250590,200501,414,29900.0
250600,200501,3148,222209.0
250610,200501,1346,96148.0
250620,200501,375,24918.0
250625,200501,737,55181.0
250630,200501,4465,305095.0
250640,200501,1037,73630.0
250650,200501,415,29850.0
250660,200501,806,56436.0
250670,200501,1462,106375.0
250680,200501,1645,115968.0
250690,200501,1170,86918.0
250700,200501,1756,123179.0
250710,200501,1304,90018.0
250720,200501,1240,87205.0
250730,200501,1584,113348.0
250740,200501,654,49036.0
250750,200501,23764,1398079.0
250760,200501,886,64064.0
250770,200501,1114,85138.0
250780,200501,708,47387.0
250790,200501,179,13545.0
250800,200501,1290,92846.0
250810,200501,407,29454.0
250820,200501,811,55638.0
250830,200501,1865,130382.0
250840,200501,291,20684.0
250850,200501,991,67551.0
250855,200501,429,31162.0
250860,200501,732,46706.0
250870,200501,499,33933.0
250880,200501,622,42755.0
250890,200501,2354,158033.0
250900,200501,1242,92778.0
250905,200501,602,43858.0
250910,200501,1769,117785.0
250915,200501,657,46040.0
250920,200501,1440,104014.0
250930,200501,541,39810.0
250933,200501,445,32923.0
250937,200501,259,17750.0
250939,200501,504,37454.0
250940,200501,1034,73971.0
250950,200501,573,41555.0
250960,200501,543,40722.0
250970,200501,3219,222604.0
250980,200501,1047,69872.0
250990,200501,580,42213.0
251000,200501,928,65017.0
251010,200501,890,66473.0
251020,200501,704,52231.0
251030,200501,491,33932.0
251040,200501,1142,80011.0
251050,200501,414,30210.0
251060,200501,203,13839.0
251065,200501,211,14916.0
251070,200501,349,23280.0
251080,200501,7634,498772.0
251090,200501,1222,81947.0
251100,200501,443,32553.0
251110,200501,758,53680.0
251120,200501,336,23545.0
251130,200501,1527,105088.0
251140,200501,2165,151892.0
251150,200501,1139,76932.0
251160,200501,708,51486.0
251170,200501,488,35527.0
251180,200501,1134,79654.0
251190,200501,654,50065.0
251200,200501,1602,114053.0
251203,200501,515,37117.0
251207,200501,404,28415.0
251210,200501,2601,177815.0
251220,200501,426,28715.0
251230,200501,1807,133260.0
251240,200501,1445,100079.0
251250,200501,2962,219090.0
251260,200501,211,14935.0
251270,200501,888,66106.0
251272,200501,526,35907.0
251274,200501,359,25748.0
251275,200501,533,36337.0
251276,200501,458,30949.0
251278,200501,153,11060.0
251280,200501,817,58908.0
251290,200501,1791,103096.0
251300,200501,386,27890.0
251310,200501,1480,100480.0
251315,200501,748,55200.0
251320,200501,493,32739.0
251330,200501,481,32250.0
251335,200501,437,33698.0
251340,200501,1392,93359.0
251350,200501,713,50088.0
251360,200501,737,51806.0
251365,200501,352,23793.0
251370,200501,8586,536455.0
251380,200501,442,33243.0
251385,200501,300,20818.0
251390,200501,1989,139134.0
251392,200501,318,20693.0
251394,200501,229,16834.0
251396,200501,281,20141.0
251398,200501,511,33370.0
251400,200501,510,35319.0
251410,200501,601,41713.0
251420,200501,463,33483.0
251430,200501,482,36981.0
251440,200501,559,39060.0
251445,200501,409,30251.0
251450,200501,1673,122997.0
251455,200501,410,30713.0
251460,200501,480,32145.0
251465,200501,150,9540.0
251470,200501,423,27487.0
251480,200501,528,34342.0
251490,200501,826,52418.0
251500,200501,229,17309.0
251510,200501,1053,73687.0
251520,200501,472,33271.0
251530,200501,2131,154617.0
251540,200501,899,68379.0
251550,200501,1489,96488.0
251560,200501,417,29327.0
251570,200501,272,19556.0
251580,200501,916,63354.0
251590,200501,752,54649.0
251593,200501,484,30572.0
251597,200501,623,42924.0
251600,200501,3349,230440.0
251610,200501,1345,92204.0
251615,200501,356,25753.0
251620,200501,4992,324910.0
251630,200501,1965,128702.0
251640,200501,1114,74438.0
251650,200501,1506,106018.0
251660,200501,1358,103187.0
251670,200501,897,67549.0
251675,200501,163,12655.0
251680,200501,771,54766.0
251690,200501,1442,97466.0
251700,200501,992,73297.0
251710,200501,257,16328.0
251720,200501,444,30352.0
251740,200501,182,13672.0
250010,200502,1048,80457.0
250020,200502,721,49448.0
250030,200502,3047,220134.0
250040,200502,1921,136920.0
250050,200502,1317,96057.0
250053,200502,575,41366.0
250057,200502,203,14829.0
250060,200502,383,30560.0
250070,200502,1474,95005.0
250073,200502,239,16485.0
250077,200502,606,41655.0
250080,200502,1831,126155.0
250090,200502,1644,110756.0
250100,200502,1662,132649.0
250110,200502,2009,133546.0
250115,200502,263,19530.0
250120,200502,636,45932.0
250130,200502,1149,84606.0
250135,200502,130,9456.0
250140,200502,801,52961.0
250150,200502,2315,180997.0
250153,200502,457,31236.0
250157,200502,965,70814.0
250160,200502,1663,119446.0
250170,200502,547,38063.0
250180,200502,7193,474385.0
250190,200502,839,53613.0
250200,200502,544,35982.0
250205,200502,343,27038.0
250210,200502,614,43402.0
250215,200502,460,33718.0
250220,200502,213,15311.0
250230,200502,692,46374.0
250240,200502,764,54497.0
250250,200502,1485,107636.0
250260,200502,793,53824.0
250270,200502,408,29304.0
250280,200502,1091,73461.0
250290,200502,758,52810.0
250300,200502,407,33278.0
250310,200502,457,33718.0
250320,200502,1699,106480.0
250330,200502,722,51991.0
250340,200502,396,27256.0
250350,200502,2048,148782.0
250355,200502,933,67908.0
250360,200502,838,58705.0
250370,200502,3884,271960.0
250375,200502,291,20169.0
250380,200502,114,8088.0
250390,200502,756,51879.0
250400,200502,21540,1450550.0
250403,200502,252,18727.0
250407,200502,478,34475.0
250410,200502,185,14203.0
250415,200502,863,61226.0
250420,200502,447,32561.0
250430,200502,2557,179612.0
250435,200502,541,37685.0
250440,200502,1174,79745.0
250450,200502,669,48300.0
250460,200502,1418,96726.0
250470,200502,667,45852.0
250480,200502,1303,89994.0
250485,200502,166,11282.0
250490,200502,1446,103194.0
250500,200502,500,33644.0
250510,200502,2356,158985.0
250520,200502,682,47619.0
250523,200502,221,13613.0
250527,200502,579,41942.0
250530,200502,273,20294.0
250535,200502,519,38148.0
250540,200502,993,71000.0
250550,200502,362,25035.0
250560,200502,756,56171.0
250570,200502,1181,88754.0
250580,200502,522,36922.0
250590,200502,414,29900.0
250600,200502,3140,221859.0
250610,200502,1341,95980.0
250620,200502,375,24918.0
250625,200502,735,55066.0
250630,200502,4456,304507.0
250640,200502,1037,73630.0
250650,200502,415,29850.0
250660,200502,805,56356.0
250670,200502,1462,106375.0
250680,200502,1643,115823.0
250690,200502,1168,86728.0
250700,200502,1755,123114.0
250710,200502,1303,89953.0
250720,200502,1239,87125.0
250730,200502,1579,113013.0
250740,200502,653,48971.0
250750,200502,23744,1397461.0
250760,200502,883,63839.0
250770,200502,1111,84943.0
250780,200502,706,47212.0
250790,200502,178,13450.0
250800,200502,1290,92846.0
250810,200502,407,29454.0
250820,200502,809,55508.0
250830,200502,1864,130317.0
250840,200502,289,20589.0
250850,200502,989,67436.0
250855,200502,429,31162.0
250860,200502,732,46706.0
250870,200502,498,33883.0
250880,200502,621,42675.0
250890,200502,2352,157873.0
250900,200502,1240,92633.0
250905,200502,599,43683.0
250910,200502,1756,116795.0
250915,200502,656,45990.0
250920,200502,1437,103789.0
250930,200502,538,39730.0
250933,200502,445,32923.0
250937,200502,258,17700.0
250939,200502,493,36664.0
250940,200502,1031,73841.0
250950,200502,572,41505.0
250960,200502,541,40569.0
250970,200502,3202,221429.0
250980,200502,1043,69617.0
250990,200502,579,42148.0
251000,200502,925,64777.0
251010,200502,888,66343.0
251020,200502,704,52231.0
251030,200502,490,33867.0
251040,200502,1140,79911.0
251050,200502,414,30210.0
251060,200502,203,13839.0
251065,200502,211,14916.0
251070,200502,349,23280.0
251080,200502,7624,498107.0
251090,200502,1222,81947.0
251100,200502,443,32553.0
251110,200502,757,53600.0
251120,200502,334,23420.0
251130,200502,1526,105023.0
251140,200502,2164,151842.0
251150,200502,1139,76932.0
251160,200502,708,51486.0
251170,200502,488,35527.0
251180,200502,1139,79929.0
251190,200502,652,49920.0
251200,200502,1599,113858.0
251203,200502,515,37117.0
251207,200502,404,28415.0
251210,200502,2601,177815.0
251220,200502,425,28650.0
251230,200502,1807,133260.0
251240,200502,1445,100079.0
251250,200502,2960,218930.0
251260,200502,211,14935.0
251270,200502,888,66106.0
251272,200502,525,35812.0
251274,200502,359,25748.0
251275,200502,533,36337.0
251276,200502,458,30949.0
251278,200502,152,10972.0
251280,200502,815,58763.0
251290,200502,1790,103046.0
251300,200502,386,27890.0
251310,200502,1474,100015.0
251315,200502,749,55295.0
251320,200502,493,32739.0
251330,200502,479,32140.0
251335,200502,437,33698.0
251340,200502,1385,92849.0
251350,200502,713,50088.0
251360,200502,737,51806.0
251365,200502,352,23793.0
251370,200502,8551,534637.0
251380,200502,441,33163.0
251385,200502,296,20573.0
251390,200502,1989,139134.0
251392,200502,314,20388.0
251394,200502,229,16834.0
251396,200502,281,20141.0
251398,200502,510,33305.0
251400,200502,510,35319.0
251410,200502,601,41713.0
251420,200502,462,33418.0
251430,200502,482,36981.0
251440,200502,558,38995.0
251445,200502,407,30136.0
251450,200502,1667,122537.0
251455,200502,410,30713.0
251460,200502,480,32145.0
251465,200502,150,9540.0
251470,200502,423,27487.0
251480,200502,527,34292.0
251490,200502,826,52418.0
251500,200502,229,17309.0
251510,200502,1050,73522.0
251520,200502,472,33271.0
251530,200502,2126,154202.0
251540,200502,899,68379.0
251550,200502,1486,96323.0
251560,200502,417,29327.0
251570,200502,272,19556.0
251580,200502,912,63049.0
251590,200502,747,54344.0
251593,200502,484,30572.0
251597,200502,623,42924.0
251600,200502,3349,230440.0
251610,200502,1345,92204.0
251615,200502,356,25753.0
251620,200502,4991,324845.0
251630,200502,1957,128261.0
251640,200502,1113,74388.0
251650,200502,1506,106018.0
251660,200502,1358,103187.0
251670,200502,886,66654.0
251675,200502,163,12655.0
251680,200502,771,54766.0
251690,200502,1437,97221.0
251700,200502,989,73072.0
251710,200502,257,16328.0
251720,200502,442,30222.0
251740,200502,180,13482.0
250010,200503,1048,80457.0
250020,200503,721,49448.0
250030,200503,3047,220134.0
250040,200503,1921,136920.0
250050,200503,1317,96057.0
250053,200503,575,41366.0
250057,200503,203,14829.0
250060,200503,383,30560.0
250070,200503,1474,95005.0
250073,200503,239,16485.0
250077,200503,606,41655.0
250080,200503,1831,126155.0
250090,200503,1644,110756.0
250100,200503,1662,132649.0
250110,200503,2009,133546.0
250115,200503,281,20913.0
250120,200503,636,45932.0
250130,200503,1149,84606.0
250135,200503,130,9456.0
250140,200503,801,52961.0
250150,200503,2316,181062.0
250153,200503,457,31236.0
250157,200503,966,70872.0
250160,200503,1663,119446.0
250170,200503,547,38063.0
250180,200503,7193,474385.0
250190,200503,839,53613.0
250200,200503,544,35982.0
250205,200503,316,25268.0
250210,200503,614,43402.0
250215,200503,460,33718.0
250220,200503,213,15311.0
250230,200503,692,46374.0
250240,200503,764,54497.0
250250,200503,1485,107636.0
250260,200503,793,53824.0
250270,200503,408,29304.0
250280,200503,1091,73461.0
250290,200503,806,56164.0
250300,200503,407,33278.0
250310,200503,457,33718.0
250320,200503,1699,106480.0
250330,200503,722,51991.0
250340,200503,396,27256.0
250350,200503,2048,148782.0
250355,200503,933,67878.0
250360,200503,837,58675.0
250370,200503,3884,271960.0
250375,200503,291,20169.0
250380,200503,114,8088.0
250390,200503,756,51879.0
250400,200503,21540,1450550.0
250403,200503,252,18727.0
250407,200503,483,34749.0
250410,200503,185,14203.0
250415,200503,863,61226.0
250420,200503,449,32706.0
250430,200503,2559,179728.0
250435,200503,542,37743.0
250440,200503,1174,79745.0
250450,200503,669,48300.0
250460,200503,1418,96726.0
250470,200503,667,45852.0
250480,200503,1303,89994.0
250485,200503,166,11282.0
250490,200503,1446,103194.0
250500,200503,500,33644.0
250510,200503,2356,158985.0
250520,200503,682,47619.0
250523,200503,221,13613.0
250527,200503,579,41942.0
250530,200503,273,20294.0
250535,200503,519,38148.0
250540,200503,993,71000.0
250550,200503,373,25882.0
250560,200503,756,56171.0
250570,200503,1181,88754.0
250580,200503,522,36922.0
250590,200503,414,29900.0
250600,200503,3150,222415.0
250610,200503,1342,96030.0
250620,200503,375,24918.0
250625,200503,735,55066.0
250630,200503,4456,304507.0
250640,200503,1037,73630.0
250650,200503,415,29850.0
250660,200503,805,56356.0
250670,200503,1462,106375.0
250680,200503,1643,115823.0
250690,200503,1168,86728.0
250700,200503,1755,123114.0
250710,200503,1303,89953.0
250720,200503,1239,87125.0
250730,200503,1579,113013.0
250740,200503,653,48971.0
250750,200503,23745,1397506.0
250760,200503,884,63877.0
250770,200503,1111,84943.0
250780,200503,706,47212.0
250790,200503,178,13450.0
250800,200503,1290,92846.0
250810,200503,407,29454.0
250820,200503,809,55508.0
250830,200503,1864,130317.0
250840,200503,289,20589.0
250850,200503,959,65418.0
250855,200503,429,31162.0
250860,200503,728,46466.0
250870,200503,498,33883.0
250880,200503,621,42675.0
250890,200503,2352,157873.0
250900,200503,1240,92633.0
250905,200503,599,43683.0
250910,200503,1735,115400.0
250915,200503,656,45990.0
250920,200503,1437,103789.0
250930,200503,537,39685.0
250933,200503,445,32923.0
250937,200503,325,22118.0
250939,200503,493,36664.0
250940,200503,1031,73841.0
250950,200503,572,41505.0
250960,200503,541,40569.0
250970,200503,3202,221429.0
250980,200503,1043,69617.0
250990,200503,579,42148.0
251000,200503,925,64777.0
251010,200503,888,66343.0
251020,200503,704,52231.0
251030,200503,490,33867.0
251040,200503,1140,79911.0
251050,200503,414,30210.0
251060,200503,203,13839.0
251065,200503,212,14974.0
251070,200503,359,23972.0
251080,200503,7625,498157.0
251090,200503,1222,81947.0
251100,200503,443,32553.0
251110,200503,757,53585.0
251120,200503,334,23420.0
251130,200503,1526,105023.0
251140,200503,2165,151907.0
251150,200503,1139,76932.0
251160,200503,708,51486.0
251170,200503,488,35527.0
251180,200503,1139,79929.0
251190,200503,652,49920.0
251200,200503,1599,113858.0
251203,200503,516,37175.0
251207,200503,404,28415.0
251210,200503,2601,177815.0
251220,200503,425,28650.0
251230,200503,1807,133260.0
251240,200503,1445,100079.0
251250,200503,2960,218930.0
251260,200503,216,15050.0
251270,200503,888,66106.0
251272,200503,525,35812.0
251274,200503,359,25748.0
251275,200503,533,36337.0
251276,200503,458,30949.0
251278,200503,152,10972.0
251280,200503,815,58763.0
251290,200503,1790,103046.0
251300,200503,386,27875.0
251310,200503,1474,100015.0
251315,200503,749,55295.0
251320,200503,493,32739.0
251330,200503,479,32140.0
251335,200503,437,33698.0
251340,200503,1385,92849.0
251350,200503,713,50088.0
251360,200503,737,51806.0
251365,200503,352,23793.0
251370,200503,8551,534637.0
251380,200503,441,33163.0
251385,200503,296,20573.0
251390,200503,1989,139134.0
251392,200503,314,20388.0
251394,200503,229,16834.0
251396,200503,281,20141.0
251398,200503,510,33305.0
251400,200503,511,35377.0
251410,200503,601,41713.0
251420,200503,462,33418.0
251430,200503,482,36981.0
251440,200503,558,38995.0
251445,200503,407,30136.0
251450,200503,1667,122537.0
251455,200503,410,30713.0
251460,200503,480,32145.0
251465,200503,155,9920.0
251470,200503,423,27487.0
251480,200503,527,34292.0
251490,200503,827,52483.0
251500,200503,229,17309.0
251510,200503,1053,73688.0
251520,200503,473,33329.0
251530,200503,2126,154202.0
251540,200503,899,68379.0
251550,200503,1486,96323.0
251560,200503,417,29327.0
251570,200503,272,19556.0
251580,200503,912,63049.0
251590,200503,748,54439.0
251593,200503,485,30610.0
251597,200503,623,42924.0
251600,200503,3349,230440.0
251610,200503,1355,93004.0
251615,200503,356,25753.0
251620,200503,4991,324845.0
251630,200503,1956,128211.0
251640,200503,1113,74388.0
251650,200503,1506,106018.0
251660,200503,1358,103187.0
251670,200503,886,66654.0
251675,200503,163,12655.0
251680,200503,772,54824.0
251690,200503,1437,97221.0
251700,200503,989,73072.0
251710,200503,257,16328.0
251720,200503,443,30280.0
251740,200503,180,13482.0
250010,200504,1050,80572.0
250020,200504,722,49498.0
250030,200504,3066,221218.0
250040,200504,1935,137633.0
250050,200504,1322,96457.0
250053,200504,578,41584.0
250057,200504,203,14829.0
250060,200504,542,39439.0
250070,200504,1493,96153.0
250073,200504,240,16500.0
250077,200504,610,41953.0
250080,200504,1839,126678.0
250090,200504,1652,111291.0
250100,200504,1692,135143.0
250110,200504,2024,134506.0
250115,200504,281,20913.0
250120,200504,639,46120.0
250130,200504,1190,87479.0
250135,200504,171,11996.0
250140,200504,802,53026.0
250150,200504,2347,183229.0
250153,200504,460,31412.0
250157,200504,974,71239.0
250160,200504,1668,119786.0
250170,200504,550,38303.0
250180,200504,7219,475879.0
250190,200504,847,53988.0
250200,200504,587,38371.0
250205,200504,316,25268.0
250210,200504,614,43402.0
250215,200504,460,33718.0
250220,200504,216,15506.0
250230,200504,699,46637.0
250240,200504,766,54635.0
250250,200504,1488,107817.0
250260,200504,799,54214.0
250270,200504,409,29369.0
250280,200504,1098,73874.0
250290,200504,807,56229.0
250300,200504,408,33373.0
250310,200504,458,33783.0
250320,200504,1704,106740.0
250330,200504,727,52327.0
250340,200504,396,27256.0
250350,200504,2089,151816.0
250355,200504,942,68286.0
250360,200504,841,58950.0
250370,200504,3910,273232.0
250375,200504,292,20234.0
250380,200504,114,8088.0
250390,200504,758,52009.0
250400,200504,21712,1461299.0
250403,200504,253,18807.0
250407,200504,485,34879.0
250410,200504,185,14203.0
250415,200504,867,61516.0
250420,200504,449,32706.0
250430,200504,2562,179854.0
250435,200504,543,37823.0
250440,200504,1176,79920.0
250450,200504,671,48415.0
250460,200504,1460,98221.0
250470,200504,667,45852.0
250480,200504,1308,90289.0
250485,200504,166,11282.0
250490,200504,1456,103640.0
250500,200504,502,33724.0
250510,200504,2370,159808.0
250520,200504,687,47935.0
250523,200504,223,13708.0
250527,200504,584,42183.0
250530,200504,273,20294.0
250535,200504,522,38331.0
250540,200504,994,71030.0
250550,200504,373,25882.0
250560,200504,757,56186.0
250570,200504,1191,89509.0
250580,200504,528,37357.0
250590,200504,415,29995.0
250600,200504,3167,223294.0
250610,200504,1358,97105.0
250620,200504,381,25056.0
250625,200504,738,55246.0
250630,200504,4508,306679.0
250640,200504,1041,73943.0
250650,200504,417,30018.0
250660,200504,811,56821.0
250670,200504,1469,106860.0
250680,200504,1655,116529.0
250690,200504,1183,87879.0
250700,200504,1760,123448.0
250710,200504,1307,90163.0
250720,200504,1245,87545.0
250730,200504,1596,113887.0
250740,200504,655,49101.0
250750,200504,24120,1410543.0
250760,200504,890,64293.0
250770,200504,1117,85348.0
250780,200504,708,47357.0
250790,200504,184,13726.0
250800,200504,1294,93079.0
250810,200504,410,29607.0
250820,200504,810,55558.0
250830,200504,1864,130317.0
250840,200504,291,20727.0
250850,200504,962,65556.0
250855,200504,431,31300.0
250860,200504,758,47540.0
250870,200504,503,34223.0
250880,200504,623,42775.0
250890,200504,2366,158728.0
250900,200504,1248,93141.0
250905,200504,599,43683.0
250910,200504,1752,116428.0
250915,200504,657,46040.0
250920,200504,1442,104075.0
250930,200504,540,39845.0
250933,200504,445,32923.0
250937,200504,328,22314.0
250939,200504,511,37553.0
250940,200504,1038,74246.0
250950,200504,574,41658.0
250960,200504,543,40707.0
250970,200504,3227,223289.0
250980,200504,1048,69972.0
250990,200504,580,42243.0
251000,200504,932,65109.0
251010,200504,890,66488.0
251020,200504,705,52326.0
251030,200504,491,33932.0
251040,200504,1150,80659.0
251050,200504,415,30275.0
251060,200504,203,13839.0
251065,200504,216,15257.0
251070,200504,363,24203.0
251080,200504,7655,499697.0
251090,200504,1229,82327.0
251100,200504,446,32778.0
251110,200504,769,53963.0
251120,200504,453,27894.0
251130,200504,1532,105421.0
251140,200504,2171,152299.0
251150,200504,1156,77566.0
251160,200504,709,51551.0
251170,200504,489,35607.0
251180,200504,1152,80502.0
251190,200504,758,57135.0
251200,200504,1604,114258.0
251203,200504,516,37175.0
251207,200504,404,28415.0
251210,200504,2604,177961.0
251220,200504,427,28753.0
251230,200504,1815,133783.0
251240,200504,1450,100374.0
251250,200504,2976,220145.0
251260,200504,216,15050.0
251270,200504,890,66281.0
251272,200504,527,35900.0
251274,200504,361,25908.0
251275,200504,537,36582.0
251276,200504,460,31079.0
251278,200504,156,11228.0
251280,200504,818,58973.0
251290,200504,1813,103694.0
251300,200504,387,27970.0
251310,200504,1487,100876.0
251315,200504,752,55420.0
251320,200504,493,32739.0
251330,200504,501,32862.0
251335,200504,441,34003.0
251340,200504,1389,92983.0
251350,200504,718,50443.0
251360,200504,743,52227.0
251365,200504,354,23931.0
251370,200504,8727,540532.0
251380,200504,441,33163.0
251385,200504,301,20760.0
251390,200504,1997,139634.0
251392,200504,317,20628.0
251394,200504,229,16834.0
251396,200504,281,20141.0
251398,200504,511,33370.0
251400,200504,511,35377.0
251410,200504,604,41896.0
251420,200504,464,33563.0
251430,200504,486,37287.0
251440,200504,559,39060.0
251445,200504,408,30201.0
251450,200504,1674,123053.0
251455,200504,411,30808.0
251460,200504,484,32435.0
251465,200504,156,9985.0
251470,200504,428,27837.0
251480,200504,529,34407.0
251490,200504,827,52483.0
251500,200504,231,17454.0
251510,200504,1059,74001.0
251520,200504,476,33547.0
251530,200504,2133,154762.0
251540,200504,900,68474.0
251550,200504,1490,96492.0
251560,200504,419,29422.0
251570,200504,273,19606.0
251580,200504,916,63339.0
251590,200504,754,54722.0
251593,200504,487,30713.0
251597,200504,627,43152.0
251600,200504,3359,231106.0
251610,200504,1358,93259.0
251615,200504,357,25803.0
251620,200504,5061,327811.0
251630,200504,1976,129478.0
251640,200504,1115,74488.0
251650,200504,1512,106483.0
251660,200504,1363,103447.0
251670,200504,893,67169.0
251675,200504,163,12655.0
251680,200504,788,55458.0
251690,200504,1446,97612.0
251700,200504,996,73510.0
251710,200504,257,16328.0
251720,200504,478,32047.0
251740,200504,181,13540.0
250010,200505,1061,80852.0
250020,200505,725,49648.0
250030,200505,3144,226418.0
250040,200505,1982,141213.0
250050,200505,1391,100747.0
250053,200505,582,41859.0
250057,200505,214,15589.0
250060,200505,980,70420.0
250070,200505,1580,101598.0
250073,200505,240,16500.0
250077,200505,646,44473.0
250080,200505,1890,130113.0
250090,200505,1689,113811.0
250100,200505,1714,136573.0
250110,200505,2142,143076.0
250115,200505,281,20913.0
250120,200505,667,47743.0
250130,200505,1197,87914.0
250135,200505,171,11996.0
250140,200505,804,53126.0
250150,200505,2478,192421.0
250153,200505,485,32252.0
250157,200505,996,72582.0
250160,200505,1759,125296.0
250170,200505,558,38801.0
250180,200505,7602,505064.0
250190,200505,851,54178.0
250200,200505,648,43386.0
250205,200505,327,25818.0
250210,200505,646,45797.0
250215,200505,460,33718.0
250220,200505,219,15746.0
250230,200505,715,47752.0
250240,200505,806,56765.0
250250,200505,1573,113207.0
250260,200505,802,54364.0
250270,200505,409,29369.0
250280,200505,1099,73924.0
250290,200505,808,56279.0
250300,200505,545,43807.0
250310,200505,482,35433.0
250320,200505,1796,113080.0
250330,200505,739,53072.0
250340,200505,418,28799.0
250350,200505,2112,153207.0
250355,200505,748,50641.0
250360,200505,886,61785.0
250370,200505,4208,296802.0
250375,200505,310,21389.0
250380,200505,114,8088.0
250390,200505,798,54559.0
250400,200505,22917,1544679.0
250403,200505,253,18807.0
250407,200505,485,34879.0
250410,200505,196,14903.0
250415,200505,869,61661.0
250420,200505,449,32706.0
250430,200505,2578,180874.0
250435,200505,544,37873.0
250440,200505,1178,80020.0
250450,200505,706,50540.0
250460,200505,1535,102916.0
250470,200505,667,45852.0
250480,200505,1440,99889.0
250485,200505,174,11817.0
250490,200505,1476,105010.0
250500,200505,504,33824.0
250510,200505,2485,167463.0
250520,200505,726,49670.0
250523,200505,223,13708.0
250527,200505,587,42288.0
250530,200505,273,20294.0
250535,200505,552,40311.0
250540,200505,1007,71838.0
250550,200505,373,25882.0
250560,200505,800,59371.0
250570,200505,1193,89624.0
250580,200505,533,37667.0
250590,200505,417,30155.0
250600,200505,3274,230219.0
250610,200505,1384,98889.0
250620,200505,402,26214.0
250625,200505,750,55981.0
250630,200505,4741,315694.0
250640,200505,1046,74283.0
250650,200505,419,30126.0
250660,200505,816,57161.0
250670,200505,1470,106910.0
250680,200505,1743,122542.0
250690,200505,1195,88659.0
250700,200505,1857,129993.0
250710,200505,1377,95298.0
250720,200505,1250,87820.0
250730,200505,1619,115422.0
250740,200505,656,49181.0
250750,200505,25195,1471203.0
250760,200505,936,66988.0
250770,200505,1179,89708.0
250780,200505,702,47252.0
250790,200505,242,18471.0
250800,200505,1364,97404.0
250810,200505,434,31242.0
250820,200505,820,56118.0
250830,200505,1866,130417.0
250840,200505,306,21867.0
250850,200505,1012,68551.0
250855,200505,431,31300.0
250860,200505,881,58125.0
250870,200505,505,34323.0
250880,200505,631,43155.0
250890,200505,2467,166538.0
250900,200505,1316,97246.0
250905,200505,632,46023.0
250910,200505,1794,119608.0
250915,200505,691,48130.0
250920,200505,1520,109355.0
250930,200505,552,40625.0
250933,200505,445,32923.0
250937,200505,329,22364.0
250939,200505,565,42158.0
250940,200505,1116,80261.0
250950,200505,575,41708.0
250960,200505,572,42352.0
250970,200505,3423,234452.0
250980,200505,1094,71647.0
250990,200505,613,44628.0
251000,200505,978,67769.0
251010,200505,893,66698.0
251020,200505,706,52376.0
251030,200505,491,33932.0
251040,200505,1166,81879.0
251050,200505,415,30275.0
251060,200505,205,13954.0
251065,200505,218,15365.0
251070,200505,364,24253.0
251080,200505,8057,525932.0
251090,200505,1229,82327.0
251100,200505,446,32778.0
251110,200505,811,56693.0
251120,200505,891,63009.0
251130,200505,1601,109681.0
251140,200505,2279,158789.0
251150,200505,1213,81191.0
251160,200505,727,52886.0
251170,200505,494,35817.0
251180,200505,1212,84552.0
251190,200505,866,65012.0
251200,200505,1616,115038.0
251203,200505,517,37225.0
251207,200505,406,28515.0
251210,200505,2715,185919.0
251220,200505,434,29013.0
251230,200505,1825,134448.0
251240,200505,1453,100524.0
251250,200505,3008,222270.0
251260,200505,216,15050.0
251270,200505,897,66676.0
251272,200505,587,40280.0
251274,200505,377,26678.0
251275,200505,538,36677.0
251276,200505,460,31079.0
251278,200505,156,11228.0
251280,200505,862,61803.0
251290,200505,1970,110394.0
251300,200505,387,27970.0
251310,200505,1514,102601.0
251315,200505,760,55985.0
251320,200505,519,34429.0
251330,200505,564,38292.0
251335,200505,441,34003.0
251340,200505,1463,97598.0
251350,200505,719,50493.0
251360,200505,744,52277.0
251365,200505,354,23931.0
251370,200505,9287,580052.0
251380,200505,464,34583.0
251385,200505,317,21650.0
251390,200505,1999,139734.0
