ibge,anomes,qtd_familias_beneficiarias_bolsa_familia,valor_repassado_bolsa_familia
251560,201301,559,75370.0
251570,201301,572,99212.0
251580,201301,1251,230464.0
251590,201301,1122,181646.0
251593,201301,647,91810.0
251597,201301,1395,216488.0
251600,201301,4471,592340.0
251610,201301,2103,298320.0
251615,201301,666,102066.0
251620,201301,9344,1242026.0
251630,201301,2855,408356.0
251640,201301,1536,244692.0
251650,201301,2569,420304.0
251660,201301,2380,478862.0
251670,201301,2434,430468.0
251675,201301,464,64268.0
251680,201301,1574,274442.0
251690,201301,2157,266854.0
251700,201301,1363,229536.0
251710,201301,386,48080.0
251720,201301,909,159260.0
251740,201301,412,53626.0
250010,201302,1548,299370.0
250020,201302,969,140724.0
250030,201302,4434,635126.0
250040,201302,2805,421286.0
250050,201302,2111,374686.0
250053,201302,838,112747.0
250057,201302,474,82010.0
250060,201302,2882,403644.0
250070,201302,2814,431382.0
250073,201302,429,68784.0
250077,201302,1226,160690.0
250080,201302,2940,482820.0
250090,201302,2073,238432.0
250100,201302,2870,464160.0
250110,201302,3570,473892.0
250115,201302,306,51288.0
250120,201302,1104,187250.0
250130,201302,3673,702410.0
250135,201302,619,115896.0
250140,201302,1388,214882.0
250150,201302,3338,595030.0
250153,201302,918,141156.0
250157,201302,969,130006.0
250160,201302,2432,390564.0
250170,201302,934,131852.0
250180,201302,9468,1232938.0
250190,201302,2745,406974.0
250200,201302,1270,174522.0
250205,201302,550,118484.0
250210,201302,957,169304.0
250215,201302,846,107360.0
250220,201302,424,89638.0
250230,201302,949,122506.0
250240,201302,1506,230676.0
250250,201302,2281,344352.0
250260,201302,1108,178130.0
250270,201302,780,150192.0
250280,201302,2134,288520.0
250290,201302,1174,200820.0
250300,201302,3496,475964.0
250310,201302,746,96352.0
250320,201302,4876,679972.0
250330,201302,1340,187792.0
250340,201302,691,109006.0
250350,201302,2920,559326.0
250355,201302,1226,274932.0
250360,201302,1292,204750.0
250370,201302,7975,1131904.0
250375,201302,619,103380.0
250380,201302,1051,191826.0
250390,201302,1154,154572.0
250400,201302,31330,3676866.0
250403,201302,857,142214.0
250407,201302,657,81466.0
250410,201302,386,62654.0
250415,201302,1223,214800.0
250420,201302,802,147184.0
250430,201302,4149,594880.0
250435,201302,710,112264.0
250440,201302,2974,432034.0
250450,201302,1356,215902.0
250460,201302,3384,522286.0
250470,201302,984,150288.0
250480,201302,2468,444030.0
250485,201302,336,40352.0
250490,201302,2726,432762.0
250500,201302,1179,148412.0
250510,201302,3493,487676.0
250520,201302,1175,156030.0
250523,201302,1117,190300.0
250527,201302,977,150304.0
250530,201302,399,68296.0
250535,201302,884,154804.0
250540,201302,1536,289454.0
250550,201302,571,94762.0
250560,201302,1144,195568.0
250570,201302,1827,335464.0
250580,201302,604,82678.0
250590,201302,551,104504.0
250600,201302,4760,699106.0
250610,201302,2103,359878.0
250620,201302,462,71878.0
250625,201302,1366,269398.0
250630,201302,5723,829112.0
250640,201302,2515,488694.0
250650,201302,441,57326.0
250660,201302,1129,154272.0
250670,201302,1521,271440.0
250680,201302,2973,502426.0
250690,201302,3784,458030.0
250700,201302,3110,401646.0
250710,201302,2758,442872.0
250720,201302,1567,276010.0
250730,201302,2300,351478.0
250740,201302,1211,171904.0
250750,201302,59224,7877712.0
250760,201302,1293,176974.0
250770,201302,2461,409042.0
250780,201302,1144,152278.0
250790,201302,1763,244544.0
250800,201302,1679,279216.0
250810,201302,889,145406.0
250820,201302,1252,229036.0
250830,201302,3874,497726.0
250840,201302,519,96350.0
250850,201302,1245,239842.0
250855,201302,634,108112.0
250860,201302,1743,245894.0
250870,201302,711,116152.0
250880,201302,805,119192.0
250890,201302,5738,775208.0
250900,201302,1835,294334.0
250905,201302,1462,240688.0
250910,201302,3478,531510.0
250915,201302,1062,160198.0
250920,201302,2101,277374.0
250930,201302,1181,171734.0
250933,201302,776,124355.0
250937,201302,467,66076.0
250939,201302,1027,134142.0
250940,201302,2461,429374.0
250950,201302,800,137628.0
250960,201302,764,163052.0
250970,201302,4984,729438.0
250980,201302,1615,258152.0
250990,201302,1423,263022.0
251000,201302,1453,255106.0
251010,201302,1856,354266.0
251020,201302,1061,160860.0
251030,201302,715,98012.0
251040,201302,1269,203812.0
251050,201302,633,91146.0
251060,201302,445,52144.0
251065,201302,250,36068.0
251070,201302,384,64028.0
251080,201302,12550,1628154.0
251090,201302,1824,235482.0
251100,201302,532,75828.0
251110,201302,1316,188124.0
251120,201302,4189,631404.0
251130,201302,2710,465956.0
251140,201302,2969,527216.0
251150,201302,1939,275362.0
251160,201302,1198,258042.0
251170,201302,978,160616.0
251180,201302,1850,267472.0
251190,201302,3042,423210.0
251200,201302,2927,543610.0
251203,201302,642,126808.0
251207,201302,678,130388.0
251210,201302,4778,677096.0
251220,201302,614,77520.0
251230,201302,2797,427560.0
251240,201302,2092,297890.0
251250,201302,6214,882420.0
251260,201302,262,51826.0
251270,201302,2899,508586.0
251272,201302,925,118680.0
251274,201302,457,75424.0
251275,201302,770,133026.0
251276,201302,684,105876.0
251278,201302,273,42080.0
251280,201302,1539,213864.0
251290,201302,3788,469100.0
251300,201302,523,111446.0
251310,201302,2094,341668.0
251315,201302,965,129780.0
251320,201302,1143,172744.0
251330,201302,1068,188230.0
251335,201302,683,99658.0
251340,201302,2144,285052.0
251350,201302,934,140180.0
251360,201302,1208,235246.0
251365,201302,451,79104.0
251370,201302,14560,1920968.0
251380,201302,755,137558.0
251385,201302,456,80510.0
251390,201302,4035,501724.0
251392,201302,556,75432.0
251394,201302,347,59284.0
251396,201302,502,86652.0
251398,201302,615,102504.0
251400,201302,691,101238.0
251410,201302,876,137146.0
251420,201302,1474,220286.0
251430,201302,1003,221084.0
251440,201302,801,126928.0
251445,201302,979,177328.0
251450,201302,3171,612826.0
251455,201302,735,128652.0
251460,201302,543,74880.0
251465,201302,296,49840.0
251470,201302,613,83612.0
251480,201302,709,127526.0
251490,201302,1072,153736.0
251500,201302,1171,212510.0
251510,201302,1654,246712.0
251520,201302,527,74954.0
251530,201302,7874,1019760.0
251540,201302,1768,327772.0
251550,201302,2160,306086.0
251560,201302,547,74282.0
251570,201302,563,99992.0
251580,201302,1238,229782.0
251590,201302,1116,182614.0
251593,201302,605,90376.0
251597,201302,1379,221806.0
251600,201302,4429,589312.0
251610,201302,2060,294972.0
251615,201302,666,102516.0
251620,201302,9208,1232350.0
251630,201302,2825,420740.0
251640,201302,1498,246546.0
251650,201302,2541,443336.0
251660,201302,2350,495338.0
251670,201302,2416,439910.0
251675,201302,460,63970.0
251680,201302,1558,278586.0
251690,201302,2131,263260.0
251700,201302,1349,230906.0
251710,201302,384,48320.0
251720,201302,901,159866.0
251740,201302,375,54602.0
250010,201303,1556,315056.0
250020,201303,972,148786.0
250030,201303,4462,666576.0
250040,201303,2814,439324.0
250050,201303,2124,408212.0
250053,201303,839,117027.0
250057,201303,481,91580.0
250060,201303,2899,417024.0
250070,201303,2823,471220.0
250073,201303,428,74784.0
250077,201303,1230,167394.0
250080,201303,2960,530174.0
250090,201303,2072,239160.0
250100,201303,2875,485700.0
250110,201303,3593,492390.0
250115,201303,305,54954.0
250120,201303,1109,204696.0
250130,201303,3691,768544.0
250135,201303,619,123362.0
250140,201303,1384,225146.0
250150,201303,3660,686130.0
250153,201303,925,153272.0
250157,201303,1035,138572.0
250160,201303,2455,416152.0
250170,201303,956,140912.0
250180,201303,9974,1325998.0
250190,201303,2757,433854.0
250200,201303,1277,184822.0
250205,201303,548,123170.0
250210,201303,954,188004.0
250215,201303,854,111822.0
250220,201303,426,98638.0
250230,201303,948,130798.0
250240,201303,1516,247840.0
250250,201303,2289,383092.0
250260,201303,1111,192554.0
250270,201303,780,148082.0
250280,201303,2142,302416.0
250290,201303,1180,219664.0
250300,201303,3507,483610.0
250310,201303,748,97826.0
250320,201303,5408,756790.0
250330,201303,1348,198188.0
250340,201303,696,126008.0
250350,201303,2915,595872.0
250355,201303,1228,284212.0
250360,201303,1296,215272.0
250370,201303,8011,1239750.0
250375,201303,620,113436.0
250380,201303,1060,215306.0
250390,201303,1156,159456.0
250400,201303,32325,3840922.0
250403,201303,954,164872.0
250407,201303,658,82062.0
250410,201303,388,69138.0
250415,201303,1220,231104.0
250420,201303,808,162078.0
250430,201303,4165,648834.0
250435,201303,719,122030.0
250440,201303,2977,466322.0
250450,201303,1348,230516.0
250460,201303,3405,550766.0
250470,201303,986,161620.0
250480,201303,2470,496698.0
250485,201303,333,42470.0
250490,201303,2745,451354.0
250500,201303,1177,150052.0
250510,201303,3483,509472.0
250520,201303,1174,163152.0
250523,201303,1131,205420.0
250527,201303,981,158820.0
250530,201303,393,70842.0
250535,201303,884,161958.0
250540,201303,1539,318258.0
250550,201303,581,98954.0
250560,201303,1142,220510.0
250570,201303,1830,352834.0
250580,201303,605,89590.0
250590,201303,552,113390.0
250600,201303,4776,731840.0
250610,201303,2099,380412.0
250620,201303,461,75882.0
250625,201303,1459,312826.0
250630,201303,5960,902652.0
250640,201303,2521,548298.0
250650,201303,442,60406.0
250660,201303,1130,160604.0
250670,201303,1644,296226.0
250680,201303,2996,555464.0
250690,201303,3784,472900.0
250700,201303,3133,429090.0
250710,201303,2780,475088.0
250720,201303,1579,303186.0
250730,201303,2307,369094.0
250740,201303,1215,177872.0
250750,201303,59429,8159896.0
250760,201303,1296,182548.0
250770,201303,2456,426772.0
250780,201303,1149,161222.0
250790,201303,1776,256838.0
250800,201303,1688,288384.0
250810,201303,891,158262.0
250820,201303,1257,245028.0
250830,201303,3890,507730.0
250840,201303,522,106030.0
250850,201303,1243,259230.0
250855,201303,642,120106.0
250860,201303,1757,252892.0
250870,201303,711,123956.0
250880,201303,816,123988.0
250890,201303,5837,813020.0
250900,201303,1845,307646.0
250905,201303,1481,253792.0
250910,201303,3492,571824.0
250915,201303,1066,175378.0
250920,201303,2116,288862.0
250930,201303,1190,175672.0
250933,201303,779,129775.0
250937,201303,469,73282.0
250939,201303,1031,137930.0
250940,201303,2469,466290.0
250950,201303,803,146448.0
250960,201303,766,180596.0
250970,201303,4997,798838.0
250980,201303,1622,283192.0
250990,201303,1489,286808.0
251000,201303,1459,280976.0
251010,201303,1871,390192.0
251020,201303,1065,173444.0
251030,201303,714,104088.0
251040,201303,1276,215484.0
251050,201303,636,95888.0
251060,201303,442,53832.0
251065,201303,253,37340.0
251070,201303,384,67590.0
251080,201303,12590,1720680.0
251090,201303,1830,247848.0
251100,201303,567,82144.0
251110,201303,1319,198552.0
251120,201303,4202,662424.0
251130,201303,2722,529876.0
251140,201303,2980,580056.0
251150,201303,1948,290092.0
251160,201303,1201,273742.0
251170,201303,985,171206.0
251180,201303,1860,286146.0
251190,201303,3062,438244.0
251200,201303,2934,583564.0
251203,201303,633,133750.0
251207,201303,680,144126.0
251210,201303,4794,737688.0
251220,201303,612,80506.0
251230,201303,2820,443528.0
251240,201303,2102,313992.0
251250,201303,6275,903992.0
251260,201303,260,58952.0
251270,201303,2914,547150.0
251272,201303,963,133724.0
251274,201303,517,87616.0
251275,201303,774,146576.0
251276,201303,687,112538.0
251278,201303,281,44930.0
251280,201303,1540,229210.0
251290,201303,3800,484820.0
251300,201303,537,121714.0
251310,201303,2108,371514.0
251315,201303,1018,139420.0
251320,201303,1144,193746.0
251330,201303,1070,206928.0
251335,201303,683,109020.0
251340,201303,2147,298672.0
251350,201303,929,143270.0
251360,201303,1212,262504.0
251365,201303,453,86982.0
251370,201303,14634,1968456.0
251380,201303,760,149360.0
251385,201303,455,88018.0
251390,201303,4048,510946.0
251392,201303,572,82372.0
251394,201303,348,63970.0
251396,201303,503,98196.0
251398,201303,617,118402.0
251400,201303,694,109994.0
251410,201303,881,142154.0
251420,201303,1476,240384.0
251430,201303,1003,237398.0
251440,201303,802,140126.0
251445,201303,982,192954.0
251450,201303,3176,659532.0
251455,201303,731,136780.0
251460,201303,545,81410.0
251465,201303,294,52316.0
251470,201303,610,85674.0
251480,201303,723,139798.0
251490,201303,1095,161258.0
251500,201303,1179,225980.0
251510,201303,1657,260586.0
251520,201303,530,77566.0
251530,201303,7878,1064058.0
251540,201303,1771,347786.0
251550,201303,2176,330598.0
251560,201303,544,76360.0
251570,201303,568,110770.0
251580,201303,1245,251060.0
251590,201303,1120,206216.0
251593,201303,647,98816.0
251597,201303,1381,243594.0
251600,201303,4435,608260.0
251610,201303,2065,313930.0
251615,201303,670,109748.0
251620,201303,9224,1343596.0
251630,201303,2848,489534.0
251640,201303,1578,259890.0
251650,201303,2574,487170.0
251660,201303,2361,535164.0
251670,201303,2420,474042.0
251675,201303,461,67868.0
251680,201303,1553,300614.0
251690,201303,2132,286058.0
251700,201303,1423,253852.0
251710,201303,380,50882.0
251720,201303,909,186458.0
251740,201303,376,56766.0
250010,201304,1529,312286.0
250020,201304,968,147218.0
250030,201304,4455,670624.0
250040,201304,2795,437056.0
250050,201304,2114,406078.0
250053,201304,828,113967.0
250057,201304,485,95962.0
250060,201304,2875,417704.0
250070,201304,2781,467472.0
250073,201304,424,75146.0
250077,201304,1212,165988.0
250080,201304,2937,520810.0
250090,201304,2060,237938.0
250100,201304,2860,482672.0
250110,201304,3548,484966.0
250115,201304,295,55124.0
250120,201304,1109,204328.0
250130,201304,3669,757444.0
250135,201304,616,118596.0
250140,201304,1383,227744.0
250150,201304,3610,675272.0
250153,201304,926,152426.0
250157,201304,1032,138312.0
250160,201304,2435,415368.0
250170,201304,940,135784.0
250180,201304,9792,1302036.0
250190,201304,2696,431072.0
250200,201304,1269,185108.0
250205,201304,546,123286.0
250210,201304,944,185486.0
250215,201304,833,110704.0
250220,201304,419,94740.0
250230,201304,941,132730.0
250240,201304,1508,246632.0
250250,201304,2274,390610.0
250260,201304,1105,189946.0
250270,201304,769,143282.0
250280,201304,2128,302262.0
250290,201304,1169,216346.0
250300,201304,3496,487374.0
250310,201304,739,97088.0
250320,201304,5340,752786.0
250330,201304,1342,196590.0
250340,201304,687,124286.0
250350,201304,2905,594162.0
250355,201304,1227,287642.0
250360,201304,1295,215386.0
250370,201304,7975,1230744.0
250375,201304,612,113992.0
250380,201304,1048,209874.0
250390,201304,1147,157978.0
250400,201304,32029,3845746.0
250403,201304,938,161168.0
250407,201304,660,82402.0
250410,201304,386,68892.0
250415,201304,1212,229620.0
250420,201304,779,159644.0
250430,201304,4145,639862.0
250435,201304,705,118682.0
250440,201304,2949,463798.0
250450,201304,1340,230244.0
250460,201304,3336,546674.0
250470,201304,980,160094.0
250480,201304,2454,497266.0
250485,201304,331,43546.0
250490,201304,2739,451148.0
250500,201304,1164,147572.0
250510,201304,3435,503962.0
250520,201304,1160,159828.0
250523,201304,1123,201694.0
250527,201304,979,157392.0
250530,201304,379,68970.0
250535,201304,881,163290.0
250540,201304,1513,327602.0
250550,201304,568,97936.0
250560,201304,1125,216396.0
250570,201304,1809,345384.0
250580,201304,604,88942.0
250590,201304,545,112458.0
250600,201304,4744,725108.0
250610,201304,2083,378376.0
250620,201304,442,73020.0
250625,201304,1459,312582.0
250630,201304,5865,892494.0
250640,201304,2504,543892.0
250650,201304,441,59672.0
250660,201304,1149,162900.0
250670,201304,1629,293322.0
250680,201304,2966,549434.0
250690,201304,3752,473092.0
250700,201304,3055,419156.0
250710,201304,2749,468534.0
250720,201304,1567,309246.0
250730,201304,2301,368948.0
250740,201304,1197,178204.0
250750,201304,58714,8073264.0
250760,201304,1288,180988.0
250770,201304,2449,424680.0
250780,201304,1136,159192.0
250790,201304,1769,253142.0
250800,201304,1649,282074.0
250810,201304,875,158106.0
250820,201304,1242,249996.0
250830,201304,3857,502738.0
250840,201304,515,106634.0
250850,201304,1240,253878.0
250855,201304,628,119916.0
250860,201304,1736,248602.0
250870,201304,703,122782.0
250880,201304,814,124372.0
250890,201304,5687,792172.0
250900,201304,1827,301254.0
250905,201304,1469,250238.0
250910,201304,3453,563926.0
250915,201304,1055,173198.0
250920,201304,2115,285974.0
250930,201304,1187,174462.0
250933,201304,760,125309.0
250937,201304,456,70942.0
250939,201304,1017,136748.0
250940,201304,2430,462500.0
250950,201304,802,154398.0
250960,201304,761,177606.0
250970,201304,4926,789040.0
250980,201304,1610,282752.0
250990,201304,1480,285938.0
251000,201304,1456,279184.0
251010,201304,1846,380252.0
251020,201304,1057,173314.0
251030,201304,704,103376.0
251040,201304,1262,211458.0
251050,201304,628,96524.0
251060,201304,449,56244.0
251065,201304,246,35594.0
251070,201304,380,67766.0
251080,201304,12430,1691476.0
251090,201304,1810,245534.0
251100,201304,568,82152.0
251110,201304,1312,201288.0
251120,201304,4180,657984.0
251130,201304,2721,524570.0
251140,201304,2950,579514.0
251150,201304,1916,286186.0
251160,201304,1197,270268.0
251170,201304,979,174034.0
251180,201304,1844,282164.0
251190,201304,3059,439268.0
251200,201304,2904,573204.0
251203,201304,618,127888.0
251207,201304,671,141344.0
251210,201304,4766,732540.0
251220,201304,606,80532.0
251230,201304,2806,436700.0
251240,201304,2103,311030.0
251250,201304,6166,884210.0
251260,201304,258,58184.0
251270,201304,2903,546494.0
251272,201304,957,134512.0
251274,201304,516,90064.0
251275,201304,766,145486.0
251276,201304,685,117662.0
251278,201304,276,43848.0
251280,201304,1524,227468.0
251290,201304,3762,477004.0
251300,201304,529,120174.0
251310,201304,2075,370958.0
251315,201304,1012,139840.0
251320,201304,1128,188830.0
251330,201304,1062,205558.0
251335,201304,679,108156.0
251340,201304,2117,294672.0
251350,201304,920,142520.0
251360,201304,1192,267374.0
251365,201304,449,86534.0
251370,201304,14388,1938792.0
251380,201304,746,146100.0
251385,201304,454,86764.0
251390,201304,3990,504202.0
251392,201304,555,79996.0
251394,201304,348,64218.0
251396,201304,494,94998.0
251398,201304,619,117536.0
251400,201304,698,110272.0
251410,201304,867,142586.0
251420,201304,1473,239436.0
251430,201304,989,233674.0
251440,201304,789,138806.0
251445,201304,973,192300.0
251450,201304,3166,667908.0
251455,201304,705,132924.0
251460,201304,545,80972.0
251465,201304,293,52248.0
251470,201304,603,84672.0
251480,201304,709,137554.0
251490,201304,1067,157050.0
251500,201304,1173,230286.0
251510,201304,1638,256816.0
251520,201304,517,75130.0
251530,201304,7776,1070602.0
251540,201304,1747,342108.0
251550,201304,2157,327218.0
251560,201304,526,76046.0
251570,201304,566,111218.0
251580,201304,1242,247370.0
251590,201304,1118,206848.0
251593,201304,640,97766.0
251597,201304,1376,245322.0
251600,201304,4409,604176.0
251610,201304,2099,315380.0
251615,201304,668,107488.0
251620,201304,9118,1327642.0
251630,201304,2837,497638.0
251640,201304,1554,260216.0
251650,201304,2581,488502.0
251660,201304,2350,525094.0
251670,201304,2411,467844.0
251675,201304,457,67464.0
251680,201304,1540,296460.0
251690,201304,2114,282238.0
251700,201304,1401,250648.0
251710,201304,375,51292.0
251720,201304,896,181094.0
251740,201304,378,55706.0
250010,201305,1521,312586.0
250020,201305,968,148818.0
250030,201305,4463,670612.0
250040,201305,2860,447424.0
250050,201305,2114,408370.0
250053,201305,825,114271.0
250057,201305,491,101392.0
250060,201305,2894,422926.0
250070,201305,2793,482232.0
250073,201305,427,77154.0
250077,201305,1209,166472.0
250080,201305,2934,502308.0
250090,201305,2046,238086.0
250100,201305,2909,493756.0
250110,201305,3536,484114.0
250115,201305,295,56648.0
250120,201305,1100,206216.0
250130,201305,3654,779578.0
250135,201305,613,121326.0
250140,201305,1433,233752.0
250150,201305,3615,682568.0
250153,201305,934,155080.0
250157,201305,1041,139578.0
250160,201305,2441,421970.0
250170,201305,946,136364.0
250180,201305,10158,1352130.0
250190,201305,2679,423116.0
250200,201305,1268,186778.0
250205,201305,547,128888.0
250210,201305,939,186462.0
250215,201305,851,114178.0
250220,201305,420,93806.0
250230,201305,945,132498.0
250240,201305,1510,255504.0
250250,201305,2293,402694.0
250260,201305,1100,191360.0
250270,201305,794,140178.0
250280,201305,2130,301990.0
250290,201305,1183,227812.0
250300,201305,3499,484030.0
250310,201305,735,97346.0
250320,201305,5432,769940.0
250330,201305,1342,197024.0
250340,201305,686,128760.0
250350,201305,2916,603254.0
250355,201305,1223,284878.0
250360,201305,1297,218624.0
250370,201305,7979,1243044.0
250375,201305,629,116672.0
250380,201305,1040,214584.0
250390,201305,1148,158626.0
250400,201305,32574,3953232.0
250403,201305,948,164898.0
250407,201305,653,81588.0
250410,201305,388,70328.0
250415,201305,1246,237256.0
250420,201305,782,162410.0
250430,201305,4144,648064.0
250435,201305,714,123926.0
250440,201305,2950,471062.0
250450,201305,1336,233760.0
250460,201305,3419,573268.0
250470,201305,979,160268.0
250480,201305,2464,513854.0
250485,201305,340,44894.0
250490,201305,2739,451794.0
250500,201305,1161,148510.0
250510,201305,3422,505992.0
250520,201305,1157,160400.0
250523,201305,1124,203026.0
250527,201305,978,159008.0
250530,201305,379,71826.0
250535,201305,898,166902.0
250540,201305,1523,340014.0
250550,201305,576,101660.0
250560,201305,1134,221148.0
250570,201305,1796,349324.0
250580,201305,602,89254.0
250590,201305,552,113668.0
250600,201305,4736,727854.0
250610,201305,2078,382222.0
250620,201305,447,75782.0
250625,201305,1450,316770.0
250630,201305,6041,920064.0
250640,201305,2512,554156.0
250650,201305,439,60594.0
250660,201305,1131,162132.0
250670,201305,1642,300018.0
250680,201305,3023,564246.0
250690,201305,3770,477910.0
250700,201305,3093,427558.0
250710,201305,2764,471932.0
250720,201305,1576,313730.0
250730,201305,2302,370468.0
250740,201305,1203,180506.0
250750,201305,58902,8143922.0
250760,201305,1284,182096.0
250770,201305,2448,423388.0
250780,201305,1127,160258.0
250790,201305,1770,253938.0
250800,201305,1666,281536.0
250810,201305,874,162206.0
250820,201305,1255,255274.0
250830,201305,3872,503880.0
250840,201305,517,108124.0
250850,201305,1231,256596.0
250855,201305,636,127430.0
250860,201305,1725,247208.0
250870,201305,698,123640.0
250880,201305,816,125472.0
250890,201305,5895,818500.0
250900,201305,1819,298370.0
250905,201305,1544,259674.0
250910,201305,3441,574734.0
250915,201305,1059,174674.0
250920,201305,2103,286224.0
250930,201305,1187,176136.0
250933,201305,765,128141.0
250937,201305,460,71682.0
250939,201305,1014,135588.0
250940,201305,2449,470870.0
250950,201305,816,161820.0
250960,201305,763,179884.0
250970,201305,4933,794474.0
250980,201305,1602,281734.0
250990,201305,1490,289486.0
251000,201305,1444,282674.0
251010,201305,1856,391286.0
251020,201305,1058,176238.0
251030,201305,701,104726.0
251040,201305,1246,209936.0
251050,201305,627,98108.0
251060,201305,448,58426.0
251065,201305,254,37258.0
251070,201305,362,63670.0
251080,201305,12446,1694232.0
251090,201305,1807,244612.0
251100,201305,580,86202.0
251110,201305,1315,204586.0
251120,201305,4172,660722.0
251130,201305,2713,529580.0
251140,201305,2941,584260.0
251150,201305,1921,288998.0
251160,201305,1207,276202.0
251170,201305,975,178106.0
251180,201305,1838,278804.0
251190,201305,3052,436976.0
251200,201305,2917,598136.0
251203,201305,642,136208.0
251207,201305,669,144254.0
251210,201305,4791,741174.0
251220,201305,609,82270.0
251230,201305,2827,446058.0
251240,201305,2100,312254.0
251250,201305,6273,904908.0
251260,201305,256,58618.0
251270,201305,2897,557154.0
251272,201305,991,139518.0
251274,201305,529,92532.0
251275,201305,782,149610.0
251276,201305,688,118892.0
251278,201305,278,44558.0
251280,201305,1531,227028.0
251290,201305,3772,481540.0
251300,201305,539,123216.0
251310,201305,2078,377666.0
251315,201305,1041,143840.0
251320,201305,1122,189914.0
251330,201305,1064,208106.0
251335,201305,679,108208.0
251340,201305,2129,299130.0
251350,201305,937,145144.0
251360,201305,1214,281434.0
251365,201305,445,89776.0
251370,201305,14819,1996884.0
251380,201305,756,153352.0
251385,201305,461,89832.0
251390,201305,4027,512894.0
251392,201305,572,86016.0
251394,201305,346,64756.0
251396,201305,495,93436.0
251398,201305,612,119164.0
251400,201305,699,110768.0
251410,201305,859,143172.0
251420,201305,1464,239330.0
251430,201305,998,238640.0
251440,201305,791,140170.0
251445,201305,983,196620.0
251450,201305,3175,681522.0
251455,201305,706,144902.0
251460,201305,549,82184.0
251465,201305,289,52228.0
251470,201305,607,85996.0
251480,201305,722,143214.0
251490,201305,1079,161480.0
251500,201305,1181,235866.0
251510,201305,1658,262148.0
251520,201305,519,75412.0
251530,201305,7794,1105916.0
251540,201305,1743,350112.0
251550,201305,2169,331692.0
251560,201305,512,74738.0
251570,201305,559,112588.0
251580,201305,1251,252704.0
251590,201305,1109,204146.0
251593,201305,646,98808.0
251597,201305,1376,249982.0
251600,201305,4413,611642.0
251610,201305,2082,314484.0
251615,201305,670,108376.0
251620,201305,9197,1343710.0
251630,201305,2867,509124.0
251640,201305,1586,263518.0
251650,201305,2586,500506.0
251660,201305,2336,533686.0
251670,201305,2428,468274.0
251675,201305,456,66968.0
251680,201305,1556,305102.0
251690,201305,2114,286716.0
251700,201305,1416,258264.0
251710,201305,381,53520.0
251720,201305,901,188848.0
251740,201305,375,56624.0
250010,201306,1538,321152.0
250020,201306,966,148516.0
250030,201306,4437,676376.0
250040,201306,2826,444764.0
250050,201306,2099,405396.0
250053,201306,816,114197.0
250057,201306,490,101940.0
250060,201306,2888,423810.0
250070,201306,2784,486054.0
250073,201306,425,76858.0
250077,201306,1202,165246.0
250080,201306,2927,486170.0
250090,201306,2035,240912.0
250100,201306,2884,491186.0
250110,201306,3510,481578.0
250115,201306,294,57094.0
250120,201306,1106,211720.0
250130,201306,3657,792632.0
250135,201306,606,116834.0
250140,201306,1415,232458.0
250150,201306,3612,681772.0
250153,201306,927,156168.0
250157,201306,1052,143638.0
250160,201306,2432,426016.0
250170,201306,936,135968.0
250180,201306,10104,1363972.0
250190,201306,2653,415700.0
250200,201306,1243,184938.0
250205,201306,549,131362.0
250210,201306,936,184520.0
250215,201306,844,113810.0
250220,201306,419,93438.0
250230,201306,936,132026.0
250240,201306,1507,252744.0
250250,201306,2285,409234.0
250260,201306,1090,191440.0
250270,201306,778,135754.0
250280,201306,2120,297340.0
250290,201306,1185,230928.0
250300,201306,3516,492092.0
250310,201306,722,95848.0
250320,201306,5394,770316.0
250330,201306,1340,198930.0
250340,201306,681,128998.0
250350,201306,2870,599264.0
250355,201306,1224,291066.0
250360,201306,1292,219350.0
250370,201306,7918,1254162.0
250375,201306,628,117730.0
250380,201306,1016,211350.0
250390,201306,1141,157618.0
250400,201306,31438,3939936.0
250403,201306,951,166666.0
250407,201306,649,81712.0
250410,201306,382,69366.0
250415,201306,1240,236706.0
250420,201306,774,165340.0
250430,201306,4078,642368.0
250435,201306,728,128496.0
250440,201306,2949,473278.0
250450,201306,1339,242472.0
250460,201306,3449,584900.0
250470,201306,985,166076.0
250480,201306,2436,518886.0
250485,201306,340,44910.0
250490,201306,2739,454852.0
250500,201306,1157,150408.0
250510,201306,3397,515872.0
250520,201306,1137,158392.0
250523,201306,1119,203968.0
250527,201306,970,159354.0
250530,201306,382,72734.0
250535,201306,902,168574.0
250540,201306,1508,343316.0
250550,201306,576,101166.0
250560,201306,1101,216436.0
250570,201306,1777,351650.0
250580,201306,592,89232.0
250590,201306,554,114420.0
250600,201306,4690,730398.0
250610,201306,2062,381322.0
250620,201306,444,74442.0
250625,201306,1449,323854.0
250630,201306,5785,893162.0
250640,201306,2488,555564.0
250650,201306,427,59776.0
250660,201306,1133,162746.0
250670,201306,1651,308018.0
250680,201306,3010,568030.0
250690,201306,3727,481670.0
250700,201306,3065,425428.0
250710,201306,2760,470492.0
250720,201306,1568,314472.0
250730,201306,2322,378810.0
250740,201306,1200,182586.0
250750,201306,57940,8103972.0
250760,201306,1285,185434.0
250770,201306,2451,431246.0
250780,201306,1130,162576.0
250790,201306,1771,252700.0
250800,201306,1653,278770.0
250810,201306,862,166336.0
250820,201306,1233,255190.0
250830,201306,3862,505170.0
250840,201306,515,110350.0
250850,201306,1236,260418.0
250855,201306,633,132414.0
